"Ativo","Nome","CNPJ","codigo ambima","classificacaoão|Anbima","Gestora|","Administradora","Link para o|regulamento (antigo)","Tipo de|investidor","Taxa de|Adm| max|em % a.a.","Investimento|no Exterior","Benchmark","t-zero","t-limite","patrimonio ","Pat|Medio|12 meses|em milhares","Pat|vs Media|de 12 meses|em %","Cota|||em reais","Cota|Maxima em|12 meses|em reais","Data|da Cota|Maxima|12 meses","Cota Atual|vs|Max 12 meses|em %","Media de|Cotistas|1 mês|em unidades","Captação|Liquida|no Mis|em milhares","Captação|Liquida|no Ano|em milhares","Captação|Liquida|em 12 meses|em milhares","Retorno|1 mês||em %","Premio|vs IBOV|1 mês|em dif. de p.p.","Retorno|3 meses||em %","Premio|vs IBOV|3 meses|em dif. de p.p.","Retorno|6 meses||em %","Preio|vs IBOV|6 meses|em dif. de p.p.","Retorno|12 meses||em %","Premio|vs IBOV|12 meses|em dif. de p.p.","Retorno|24 meses||em %","Premio|vs IBOV|24 meses|em dif. de p.p.","Retorno|36 meses||em %","Premio|vs IBOV|36 meses|em dif. de p.p.","Retorno|no mês||em %","Premio|vs IBOV|no mês|em dif. de p.p.","Retorno|no ano||em %","Premio|vs IBOV|no ano|em dif. de p.p.","Retorno|desde o|Inicio|em %","Premio Medio Anual|vs IBOV|do Inicio|em dif. de p.p.","Data do|Inicio da Serie","Volatilidade|12 meses||em %","Sharpe|12 meses||em unidades","VAR 95%|p/ 1 dia|(últ. 12 meses)|em %","Max Retorno|Mensal|(últ. 12 meses)|em %","Max Premio|Mensal vs IBOV|(últ. 12 meses)|em dif. de p.p.","Min Retorno|Mensal|(últ. 12 meses)|em %","Min Premio|Mensal vs IBOV|(últ. 12 meses)|em dif. de p.p.","Meses|Positivos|(últ. 12 meses)|em unidades","Meses|Negativos|(últ. 12 meses)|em unidades","Meses acima|do IBOV|(últ. 12 meses)|em unidades","Meses abaixo|do IBOV|(últ. 12 meses)|em unidades","Perda Maxima||(últ. 12 meses)|em %","Data|do Pico|Perda Maxima","Data|do Fundo|Perda Maxima","Tempo de|Recuperação|Perda Maxima|em dias úteis","Data de|Recuperação|Perda Maxima","Data da|Carteira|Aberta","Alocação em|Titulos Publicos|(1)|em %","Alocação em|Compromissadas|(2)|em %","Alocação em|Debentures|(3)|em %","Alocação em|Dep. a Prazo|(4)|em %","Alocação|Renda Fixa|(1+2+3+4)|em %","Alocação em|Ações|(5)|em %","Alocação em|BDR's|(6)|em %","Alocação em|UNIT's|(7)|em %","Alocação em|Emp. Cedidos|(8)|em %","Alocação em|Emp. Recebidos|(9)|em %","Alocação NET|em R. Variavel|(5+6+7+8-9)|em %","Alocação em|Investimentos|no Exterior|em %","Alocação em|Cotas de|Fundos|em %","1º Maior|Investimento||em %","1º Maior|Investimento|","2º Maior|Investimento||em %","2º Maior|Investimento|","3º Maior|Investimento||em %","3º Maior|Investimento|","Soma dos 3|Maiores|Investimento|em %"
"662445<BraNa>","Atmos Wr Feeder Fc FIA","44903700000161","662445","Ações Livre","Warren Family Office Gestao de Rec. Ltda","Warren","http://cvmweb.cvm.gov.br/SWB/Sistemas/SCW/CPublica/ResultBuscaPartic.aspx?TpConsulta=2&CNPJNome=44903700000161","Não Há Restrição",2,"Até 40 %","IPCA","2022-06-22","2023-03-08",9601.30106,"-","-",1.02929775,"-","-","-",10,0,0,9325,-3.977154965,-0.87472315627,0.93893023477,1.5997473385,-8.5026748692,-5.4318470962,"-","-","-","-","-","-",-0.55841600088,-2.0912096893,0.89149242813,3.8024065791,2.9297749999,-5.9785636065,"2022-06-22","-","-","-",7.8773734027,3.1862342483,-5.908998514,-2.8487095098,"-","-","-","-",-16.025377005,"2022-10-06","2023-01-03","-","-","2023-01-31",1.5021610294,3.8149654296,0,0,5.3171264589,60.912715057,0.42403368773,0.20356991717,5.0717045229,-4.3979091049,62.21411408,32.742581813,1.1668267184,28.841819852,"Atmos Fund Ltd / Cod: Fundo Off / Tipo: Outros / Ilhas Cayman  - Investimento no exterior",7.3672452177,"Equatorial ON - Ações",6.9168950947,"Eneva ON - Ações",43.125960164
"344923<BraNa>","Atmp Fc FIA","18585301000190","344923","Ações Livre","Atmos Capital","BTG Pactual Servicos Financeiros SA Dtvm","http://cvmweb.cvm.gov.br/SWB/Sistemas/SCW/CPublica/ResultBuscaPartic.aspx?TpConsulta=2&CNPJNome=18585301000190","Não Há Restrição",1.85,"Até 40 %","Não se Aplica","2013-08-15","2023-03-09",372105.93274,420960.41229,88.394519265,330.32215381,435.4891201,"2022-04-04",75.850839565,30,0,-13545,-17643.08162,-4.5234541747,-1.8043420346,-0.31579691085,1.961342244,-14.121714172,-7.684320044,-13.034549527,-9.1028033196,-24.512467406,-18.890087867,3.3331240955,-18.747285166,-2.5913422722,-2.7240568807,-1.2070863906,3.0426306539,230.32215381,5.3392083753,"2013-08-15",24.097002234,-1.0125599559,2.4853354428,9.1821391723,4.4910000179,-13.9311262,-4.7910848874,4,8,4,8,-26.959539587,"2022-04-04","2023-01-03","-","-","2022-11-30",1.4893420463,3.7824096807,0,0,5.2717517269,60.392904565,0.42041511385,0.20183271372,5.0284241467,-4.3603786928,61.683197846,32.463166628,1.1568693758,28.595692577,"Atmos Fund Ltd / Cod: Fundo Off / Tipo: Outros / Ilhas Cayman  - Investimento no exterior",7.3043753988,"Equatorial ON - Ações",6.8578684262,"Eneva ON - Ações",42.757936402
"469505<BraNa>","Atmr Fc FIA","30566208000133","469505","Ações Livre","Atmos Capital","BTG Pactual Servicos Financeiros SA Dtvm","http://cvmweb.cvm.gov.br/SWB/Sistemas/SCW/CPublica/ResultBuscaPartic.aspx?TpConsulta=2&CNPJNome=30566208000133","Não Há Restrição",1.35,"Até 40 %","Não se Aplica","2018-07-10","2023-03-09",293978.13074,325262.7737,90.381732712,169.33309034,222.26423883,"2022-04-04",76.185485902,59.777777778,-273.28956,-273.28956,-16091.19472,-4.4886189297,-1.7695067896,-0.19613986287,2.080999292,-13.916233182,-7.478839054,-12.626956148,-8.7093876358,-23.778739721,-18.156360182,5.67092033,-16.409488932,-2.5769832593,-2.7096978678,-1.1161144109,3.1336026336,69.33309034,4.3283856743,"2018-07-10",24.089937536,-0.99800395737,2.4846478756,9.215172117,4.5240329626,-13.896637374,-4.7494779451,4,8,4,8,-26.700166321,"2022-04-04","2023-01-03","-","-","2022-11-30",1.4890317648,3.7816216738,0,0,5.2706534385,60.380322632,0.42032752682,0.20179066498,5.0273765519,-4.359470275,61.670347101,32.456403426,1.1566283599,28.589735104,"Atmos Fund Ltd / Cod: Fundo Off / Tipo: Outros / Ilhas Cayman  - Investimento no exterior",7.3028536446,"Equatorial ON - Ações",6.8564396948,"Eneva ON - Ações",42.749028444
"531952<BraNa>","Atmr II Fc FIA","36326771000110","531952","Ações Livre","Atmos Capital","BTG Pactual Servicos Financeiros SA Dtvm","http://cvmweb.cvm.gov.br/SWB/Sistemas/SCW/CPublica/ResultBuscaPartic.aspx?TpConsulta=2&CNPJNome=36326771000110","Não Há Restrição",1.35,"Até 40 %","Não se Aplica","2020-03-18","2023-03-09",1069332.2833,1341193.1585,79.729923806,127.60336097,167.45340398,"2022-04-04",76.202309381,300.11111111,-13806.22388,-154617.91362,-235211.8713,-4.4886100542,-1.7694979141,-0.19719900847,2.0799401464,-13.917275592,-7.4798814633,-12.610527093,-8.6936735219,-23.758038438,-18.135658899,"-","-",-2.5766066618,-2.7093212703,-1.1182621215,3.131454923,27.60336097,-8.0503137486,"2020-03-18",24.091831151,-0.99731398522,2.4848490196,9.2299110711,4.5387719167,-13.89652642,-4.7485559202,4,8,4,8,-26.682707869,"2022-04-04","2023-01-03","-","-","2022-11-30",1.4891242944,3.7818566668,0,0,5.2709809613,60.384074715,0.42035364632,0.20180320441,5.0276889572,-4.3597411761,61.674179347,32.458420294,1.1567002337,28.591511694,"Atmos Fund Ltd / Cod: Fundo Off / Tipo: Outros / Ilhas Cayman  - Investimento no exterior",7.3033074499,"Equatorial ON - Ações",6.8568657596,"Eneva ON - Ações",42.751684903
"655521<BraNa>","Atmr III Fc FIA","45124029000113","655521","Ações Livre","Atmos Capital","BTG Pactual Servicos Financeiros SA Dtvm","http://cvmweb.cvm.gov.br/SWB/Sistemas/SCW/CPublica/ResultBuscaPartic.aspx?TpConsulta=2&CNPJNome=45124029000113","Não Há Restrição",1.35,"Até 40 %","Não se Aplica","2022-06-06","2023-03-09",766074.90236,"-","-",93.58000896,"-","-","-",413.05555556,0,0,534799.69829,-4.3271882747,-1.6080761346,-0.18735096955,2.0897881853,-11.615485878,-5.1780917493,"-","-","-","-","-","-",-2.5764533526,-2.7091679611,-1.1012422336,3.148474811,-6.41999104,-2.2727161389,"2022-06-06","-","-","-",7.9179239012,3.2267847468,-5.8882432194,-2.8279542152,"-","-","-","-",-15.959444751,"2022-10-06","2023-01-03","-","-","2022-11-30",1.5031901094,3.8175789342,0,0,5.3207690436,60.954444311,0.42432417896,0.20370937608,5.0751789772,-4.4009219646,62.256734878,32.765012655,1.1676260721,28.861578413,"Atmos Fund Ltd / Cod: Fundo Off / Tipo: Outros / Ilhas Cayman  - Investimento no exterior",7.3722922698,"Equatorial ON - Ações",6.9216336271,"Eneva ON - Ações",43.15550431
"655538<BraNa>","Atmr III L Fc FIA","43104101000115","655538","Ações Livre","Lakewood Gestao de Recursos","BTG Pactual Servicos Financeiros SA Dtvm","http://cvmweb.cvm.gov.br/SWB/Sistemas/SCW/CPublica/ResultBuscaPartic.aspx?TpConsulta=2&CNPJNome=43104101000115","Não Há Restrição",0.08,"Até 40 %","Não se Aplica","2022-06-06","2023-03-09",17450.10516,"-","-",0.9355823,"-","-","-",2,0,0,18350,-4.3113874365,-1.5922752964,-0.20227661735,2.0748625375,-11.588294923,-5.1509007944,"-","-","-","-","-","-",-2.5654940771,-2.6982086856,-1.1078644412,3.1418526033,-6.44177,-2.3008471189,"2022-06-06","-","-","-",7.865165859,3.1740267046,-5.8654630068,-2.8051740026,"-","-","-","-",-15.898542379,"2022-10-06","2023-01-03","-","-","2022-11-30",1.6756080158,4.1088330892,0,0,5.784441105,60.657339755,0.42225593524,0.20271645449,5.0504415063,-4.3794709616,61.953282689,32.605309214,1.1619348214,28.720901117,"Atmos Fund Ltd / Cod: Fundo Off / Tipo: Outros / Ilhas Cayman  - Investimento no exterior",7.336358194,"Equatorial ON - Ações",6.8878961546,"Eneva ON - Ações",42.945155465
"485047<BraNa>","Atms Fc FIA","32102289000146","485047","Ações Livre","Atmos Capital","BTG Pactual Servicos Financeiros SA Dtvm","http://cvmweb.cvm.gov.br/SWB/Sistemas/SCW/CPublica/ResultBuscaPartic.aspx?TpConsulta=2&CNPJNome=32102289000146","Não Há Restrição",1.35,"Até 40 %","Não se Aplica","2018-12-20","2023-03-09",235310.49524,360512.79444,65.271052476,127.43394546,167.24775499,"2022-04-04",76.194712131,1,-19000,-19000,-164444.2,-4.4891808556,-1.7700687155,-0.19795620201,2.0791829528,-13.916915882,-7.4795217539,-12.61611139,-8.6990537896,-23.772991139,-18.1506116,3.2599656877,-18.820443574,-2.5772694419,-2.7099840504,-1.1176383861,3.1320786584,27.43394546,0.77377108355,"2018-12-20",24.091911198,-0.99751307261,2.48485859,9.2240173339,4.5328781795,-13.896789001,-4.7494435734,4,8,4,8,-26.69021219,"2022-04-04","2023-01-03","-","-","2022-11-30",1.4890417705,3.7816470848,0,0,5.2706888553,60.380728365,0.42033035126,0.20179202093,5.0274103339,-4.359499569,61.670761502,32.456621521,1.156636132,28.589927216,"Atmos Fund Ltd / Cod: Fundo Off / Tipo: Outros / Ilhas Cayman  - Investimento no exterior",7.302902717,"Equatorial ON - Ações",6.8564857674,"Eneva ON - Ações",42.749315701
"663964<BraNa>","Atmw Fc FIA","46331391000128","663964","Ações Livre","Atmos Capital","BTG Pactual Servicos Financeiros SA Dtvm","http://cvmweb.cvm.gov.br/SWB/Sistemas/SCW/CPublica/ResultBuscaPartic.aspx?TpConsulta=2&CNPJNome=46331391000128","Não Há Restrição",1.35,"Até 40 %","Não se Aplica","2022-08-04","2023-03-09",155897.50004,"-","-",88.1501164,"-","-","-",1,1500,1500,176901.03128,-4.4866166444,-1.7675045043,-0.18940232158,2.0877368333,-13.558996182,-7.1216020534,"-","-","-","-","-","-",-2.5761131541,-2.7088277626,-1.111102174,3.1386148705,-11.8498836,-17.893561173,"2022-08-04","-","-","-",7.0826931473,3.7146214543,-7.0540952597,-3.9938062555,"-","-","-","-",-17.781167363,"2022-10-06","2023-01-03","-","-","2022-11-30",1.4890520826,3.7816732739,0,0,5.2707253565,60.381146521,0.42033326219,0.20179341841,5.0274451504,-4.3595297599,61.671188592,32.456846293,1.156644142,28.590125211,"Atmos Fund Ltd / Cod: Fundo Off / Tipo: Outros / Ilhas Cayman  - Investimento no exterior",7.3029532919,"Equatorial ON - Ações",6.8565332508,"Eneva ON - Ações",42.749611754
"686409<BraNa>","Atr FIA","47062639000165","686409","Ações Livre","Atr Gestao de Recursos Financeiros Ltda","Xp Investimentos Cctvm","http://cvmweb.cvm.gov.br/SWB/Sistemas/SCW/CPublica/ResultBuscaPartic.aspx?TpConsulta=2&CNPJNome=47062639000165","Não Há Restrição",2,"Não se Aplica","Não se Aplica","2022-12-14","2023-03-09",2745.59718,"-","-",1.13273589,"-","-","-",30.777777778,529.70071,1691.99071,2577.26446,6.8553794064,9.5744915466,"-","-","-","-","-","-","-","-","-","-",2.3140155292,2.1813009207,11.939779512,16.189496557,13.273589,64.621157992,"2022-12-14","-","-","-",9.2473489533,7.639454814,0.14710751493,3.5659986004,"-","-","-","-",-4.6597503478,"2023-01-31","2023-02-07",12,"2023-02-16","2023-02-28",6.7728064531,4.4834145678,0,0,11.25622102,102.72292828,0,0,0,0,102.72292828,0,0,37.009505873,"Abc Brasil PN - Ações",18.934815814,"Grendene ON - Ações",18.147911971,"Weg ON - Ações",74.092233658
"672815<BraNa>","Atwhg Fc FIA","47812206000180","672815","Ações Livre","Atmos Capital","BTG Pactual Servicos Financeiros SA Dtvm","http://cvmweb.cvm.gov.br/SWB/Sistemas/SCW/CPublica/ResultBuscaPartic.aspx?TpConsulta=2&CNPJNome=47812206000180","Não Há Restrição",1.35,"Até 40 %","Não se Aplica","2022-09-28","2023-03-09",36723.66841,"-","-",90.36938404,"-","-","-",1,0,0,41580,-4.4840499636,-1.7649378235,-0.1910743742,2.0860647806,"-","-","-","-","-","-","-","-",-2.5745033518,-2.7072179602,-1.1114466659,3.1382703786,-9.63061596,-13.541847366,"2022-09-28","-","-","-",7.0772740548,3.7092023618,-6.9226654665,-3.8623764623,"-","-","-","-",-17.842124754,"2022-10-06","2023-01-03","-","-","2022-11-30",1.4881422143,3.7793625256,0,0,5.2675047399,60.34425131,0.42007642234,0.20167011484,5.0243731873,-4.356865919,61.633505115,32.437013907,1.1559373878,28.572655541,"Atmos Fund Ltd / Cod: Fundo Off / Tipo: Outros / Ilhas Cayman  - Investimento no exterior",7.2984909056,"Equatorial ON - Ações",6.8523436443,"Eneva ON - Ações",42.723490091
"677493<BraNa>","Audaz FIA Bdr Nivel I","45963756000174","677493","Ações Livre","Ciano Gestao de Recursos e Educacao","Orama Dtvm S A","http://cvmweb.cvm.gov.br/SWB/Sistemas/SCW/CPublica/ResultBuscaPartic.aspx?TpConsulta=2&CNPJNome=45963756000174","Não Há Restrição",2.5,"Até 20 %","IBOVESPA","2022-09-26","2023-03-09",1508.40857,"-","-",0.86295797,"-","-","-",11,-75,-131.5,1731.5,-1.0691279605,1.6499841797,5.2009929945,7.4781321493,"-","-","-","-","-","-","-","-",3.4840371336,3.3513225251,0.13179866237,4.3815157069,-13.704203,-19.869084576,"2022-09-26","-","-","-",8.3432543677,4.9751826748,-10.690681017,-7.4378559355,"-","-","-","-",-22.973926259,"2022-10-06","2022-12-16","-","-","2022-11-30",0,18.161308552,0,0,18.161308552,74.169994765,0,0,0,0,74.169994765,0,6.5924555506,18.161308552,"NTN-B 760199 2023-05-15 - Operações compromissadas",9.1509666322,"Ambipar ON - Ações",8.1192609148,"Cosan ON - Ações",35.431536099
"506060<BraNa>","Avantgarde Multifatores FIA","32065814000109","506060","Ações Livre","Avantgarde Asset Management Gestao de Re","BTG Pactual Servicos Financeiros SA Dtvm","http://cvmweb.cvm.gov.br/SWB/Sistemas/SCW/CPublica/ResultBuscaPartic.aspx?TpConsulta=2&CNPJNome=32065814000109","Não Há Restrição",2.5,"Até 20 %","Não se Aplica","2019-08-05","2023-03-09",71509.39101,70879.765508,100.88830076,1.5648931195,1.8713948139,"2022-11-04",83.621751427,1049.4444444,-39.38741,-5770.12215,19768.93098,-2.724864436,-0.0057522958741,-1.8531070523,0.42403210255,-9.8297490104,-3.3923548816,-5.8657283569,1.4216140738,-1.453540193,4.1688393464,43.146962487,21.066553225,0.16902919797,0.036314589488,-3.7947283694,0.45498867512,56.48931195,11.919804614,"2019-08-05",17.715793567,-0.89973132257,1.8265944763,8.8598141625,8.9903454331,-12.985635786,-6.0640507611,6,6,7,5,-17.378758586,"2022-11-04","2022-12-13","-","-","2022-11-30",0,3.4199157924,0,0,3.4199157924,90.597461159,8.1631715978,0,0,0,98.760632756,0,0,5.0350308783,"BBSeguridade ON - Ações",4.5574738047,"Copel PNB - Ações",4.4624051728,"Tegma ON - Ações",14.054909855
"434851<BraNa>","Avia FIA","26673536000161","434851","Ações Valor/Crescimento","Modulo Capital Gestao de Recursos Ltda","BNY Mellon Servicos Financeiros Dtvm SA","http://cvmweb.cvm.gov.br/SWB/Sistemas/SCW/CPublica/ResultBuscaPartic.aspx?TpConsulta=2&CNPJNome=26673536000161","Não Há Restrição",1.5,"Não se Aplica","OUTROS","2017-02-16","2023-03-09",30604.79347,35467.492135,86.289702563,2.25462906,3.08653211,"2022-11-03",73.047322356,3,0,0,0,-4.9350406813,-2.2159285411,-5.809544064,-3.5324049091,-22.88869323,-16.451299101,-10.267307523,-6.7191691882,-23.214341379,-17.59196184,0.038515174856,-22.041894087,1.3167516327,1.1840370242,-10.705658665,-6.4559416209,125.462906,6.8105145405,"2017-02-16",29.531949734,-0.71260921952,3.050666285,10.611787174,5.158801859,-12.304276751,-9.2439877475,5,7,6,6,-29.157997323,"2022-11-03","2023-03-02","-","-","2022-11-30",1.6619959757,1.2151345235,0,0,2.8771304992,100.73962103,0,0,0,0,100.73962103,0,0,34.845313359,"Alpargatas PN - Ações",30.853400271,"Tupy ON - Ações",23.207372157,"Santos Brp ON - Ações",88.906085787
"559741<BraNa>","Avin Global Equities Fc FIA Ie","38068882000108","559741","Ações Invest. no Exterior","Avin Asset Gestao de Recursos Ltda.","BTG Pactual Servicos Financeiros SA Dtvm","http://cvmweb.cvm.gov.br/SWB/Sistemas/SCW/CPublica/ResultBuscaPartic.aspx?TpConsulta=2&CNPJNome=38068882000108","Não Há Restrição",1.8,"> 67%","Não se Aplica","2020-11-03","2023-03-09",9181.54983,9979.6118972,92.003075115,0.8345894,0.9519438,"2022-03-18",87.672129384,43.055555556,0,-117.50459,-2115.7077,-6.9190338661,-4.199921726,-3.8553315171,-1.5781923623,-3.6146467869,2.8227473418,-7.10675724,-0.42027748632,-23.452165893,-17.829786353,"-","-",-3.536214723,-3.6689293314,-3.8217277935,0.42798925106,-16.54106,-11.421687528,"2020-11-03",23.484158228,-0.70174844638,2.4388957832,6.4914622968,12.370465999,-6.7571806036,-8.7584034845,5,7,5,7,-17.434852772,"2022-03-18","2022-06-17","-","-","2023-02-28",0.75882159574,0.00021807171672,0,0,0.75903966745,0,9.0924354279,0,0,0,9.0924354279,82.847515406,0,6.4607278523,"Disponibilidades  - Disponibilidades",6.0020180849,"Apple Inc Com - Brazilian depos receipt BDR",5.6531590837,"Microsoft Corp / Cod: Msft / Tipo: Acao Ordinaria / Estados Unidos da America  - Investimento no exterior",18.115905021
"559751<BraNa>","Avin Global Equities FIA Ie","38090006000170","559751","Ações Invest. no Exterior","Avin Asset Gestao de Recursos Ltda.","BTG Pactual Servicos Financeiros SA Dtvm","http://cvmweb.cvm.gov.br/SWB/Sistemas/SCW/CPublica/ResultBuscaPartic.aspx?TpConsulta=2&CNPJNome=38090006000170","Não Há Restrição",0.2,"> 67%","Não se Aplica","2020-11-03","2023-03-09",9111.20933,9957.340422,91.502438843,0.8890148,0.992656,"2022-03-18",89.559202785,1,0,-200,-2284,-6.8303239715,-4.1112118313,-3.446490208,-1.1693510532,-2.6355429769,3.8018511518,-5.0534639423,1.618671943,-20.416356073,-14.793976533,"-","-",-3.5144258183,-3.6471404268,-3.5213889737,0.72832807082,-11.09852,-8.8899479768,"2020-11-03",23.490027116,-0.62308637522,2.4393244685,6.7224900298,12.596548229,-6.6077802612,-8.5479775464,5,7,6,6,-17.020196322,"2022-03-18","2022-06-17","-","-","2023-02-28",0.40208394499,0.00011555171418,0,0,0.40219949671,0,9.1647004808,0,0,0,9.1647004808,83.505972663,0,6.5120757556,"Disponibilidades  - Disponibilidades",6.0497210528,"Apple Inc Com - Brazilian depos receipt BDR",5.6980893825,"Microsoft Corp / Cod: Msft / Tipo: Acao Ordinaria / Estados Unidos da America  - Investimento no exterior",18.259886191
"522147<BraNa>","Axa Wf Fr Dig Econ Adv Fc FIA Ie","35002482000101","522147","Ações Invest. no Exterior","Xp Allocation Asset Management Ltda","BNP Paribas","http://cvmweb.cvm.gov.br/SWB/Sistemas/SCW/CPublica/ResultBuscaPartic.aspx?TpConsulta=2&CNPJNome=35002482000101","Não Há Restrição",0.8,"> 67%","Não se Aplica","2019-12-23","2023-03-09",216526.28744,263114.04711,82.293701084,112.521406,146.5040758,"2022-04-04",76.804283694,3457.5555556,-1327.81188,-9055.87996,-115710.60567,-5.5003203954,-2.7812082552,4.5883877694,6.8655269242,-5.3268362844,1.1105578443,-13.118821989,-8.321634094,-20.64128729,-15.01890775,26.010520748,3.9301114866,-1.0786550392,-1.2113696477,7.4114380897,11.661155134,12.521406,6.8100248954,"2019-12-23",31.519346551,-0.69939795311,3.2572036408,11.977061056,8.6089893633,-12.253564109,-12.722790265,4,8,6,6,-33.081665773,"2022-04-04","2022-10-14","-","-","2022-11-30",0.26432007242,0.50661140286,0,0,0.77093147528,0,0,0,0,0,0,99.455701981,0,99.455701981,"Axa Wf Fr Dig Econo / Cod: 9000060 / Tipo: Outros / Luxemburgo  - Investimento no exterior",0.44619982915,"Valores a receber  - Valores a receber",0.29279038385,"NTN-B 760199 2024-08-15 - Operações compromissadas",100.19469219
"518816<BraNa>","Axa Wf Fr Digital Economy Adv FIA Ie","35002473000102","518816","Ações Invest. no Exterior","Xp Vista Asset Management Ltda","BNP Paribas","http://cvmweb.cvm.gov.br/SWB/Sistemas/SCW/CPublica/ResultBuscaPartic.aspx?TpConsulta=2&CNPJNome=35002473000102","Não Há Restrição",0.2,"> 67%","Não se Aplica","2019-12-23","2023-03-09",224050.90339,273244.4833,81.996496575,116.0191907,150.022749,"2022-04-04",77.334398598,4,-1365.21457,-10564.23295,-131415.67811,-5.4500060971,-2.730893957,4.8012256868,7.0783648416,-4.968033979,1.4693601497,-12.451803493,-7.6791603294,-19.3961477,-13.77376816,29.802497913,7.7220886509,-1.0583891709,-1.1911037794,7.5786965537,11.828413598,16.0191907,7.8091495686,"2019-12-23",31.582952861,-0.6785687368,3.2638873348,12.06423504,8.6961633477,-12.224822827,-12.694048983,4,8,6,6,-32.853653615,"2022-04-04","2022-10-14","-","-","2022-11-30",0.2168675378,0.41566108299,0,0,0.63252862079,0,0,0,0,0,0,99.669159454,0,99.669159454,"Axa Wf Fr Dig Econo / Cod: 9000060 / Tipo: Outros / Luxemburgo  - Investimento no exterior",0.24022666555,"NTN-B 760199 2024-08-15 - Operações compromissadas",0.17543441744,"NTN-B 760199 2030-08-15 - Operações compromissadas",100.08482053
"522155<BraNa>","Axa Wf Fr Robotech Adv Fc FIA Ie","35002463000177","522155","Ações Invest. no Exterior","Xp Allocation Asset Management Ltda","BNP Paribas","http://cvmweb.cvm.gov.br/SWB/Sistemas/SCW/CPublica/ResultBuscaPartic.aspx?TpConsulta=2&CNPJNome=35002463000177","Não Há Restrição",0.8,"> 67%","Não se Aplica","2019-12-23","2023-03-09",69772.11211,79540.693882,87.718762189,127.3304772,143.4816372,"2022-03-29",88.743395799,1687.0555556,-263.60874,-3731.28806,-51759.09352,-2.7166658518,0.002446288363,7.5348665549,9.8120057097,8.69545363,15.132847758,0.10495028745,4.9605015901,-4.9527640634,0.669615476,55.094352233,33.013942971,0.39042124499,0.25770663651,12.464474358,16.714191403,27.3304772,10.904920582,"2019-12-23",30.907445936,-0.31888173408,3.1998635295,14.83982236,14.480739869,-11.666475796,-12.451695935,5,7,7,5,-30.269916728,"2022-03-29","2022-10-14","-","-","2022-11-30",0.25486045187,0.48848053752,0,0,0.74334098939,0,0,0,0,0,0,99.47674836,0,99.47674836,"Axa Wf Fr Rob BR Usd / Cod: 9000059 / Tipo: Outros / Luxemburgo  - Investimento no exterior",0.32850642458,"Valores a receber  - Valores a receber",0.28231185338,"NTN-B 760199 2024-08-15 - Operações compromissadas",100.08756663
"563773<BraNa>","Axa Wf Fram Dig Ec Dol Adv Master FIA Ie","38648439000106","563773","Ações Invest. no Exterior","Xp Allocation Asset Management Ltda","BNP Paribas","http://cvmweb.cvm.gov.br/SWB/Sistemas/SCW/CPublica/ResultBuscaPartic.aspx?TpConsulta=2&CNPJNome=38648439000106","Não Há Restrição",0.2,"> 67%","Não se Aplica","2020-12-08","2023-03-09",31358.54658,37261.797206,84.15736473,75.3959161,98.8115401,"2022-03-18",76.30274361,2,-97.50298,-1169.6784,-9784.20203,-7.9942132498,-5.2751011097,0.86426723701,3.1414063918,-8.7605068632,-2.3231127345,-17.212159454,-11.754569885,-36.297642938,-30.675263399,"-","-",-2.9356310141,-3.0683456226,3.3102386542,7.5599556987,-24.6040839,-8.2980148885,"2020-12-08",32.692355479,-0.75804284638,3.3992118257,8.8362385359,11.989270341,-10.294499174,-13.515182965,4,8,6,6,-33.269746294,"2022-03-18","2022-11-04","-","-","2022-11-30",0.28236854904,0.54120417508,0,0,0.82357272412,0,0,0,0,0,0,99.565490688,0,99.565490688,"Axa Wf Fr D e I Usd / Cod: 9000092 / Tipo: Outros / Luxemburgo  - Investimento no exterior",0.31278288895,"NTN-B 760199 2024-08-15 - Operações compromissadas",0.22842128613,"NTN-B 760199 2030-08-15 - Operações compromissadas",100.10669486
"518743<BraNa>","Axa Wf Fram Rob Adv Master FIA Ie","35002455000120","518743","Ações Invest. no Exterior","Xp Allocation Asset Management Ltda","BNP Paribas","http://cvmweb.cvm.gov.br/SWB/Sistemas/SCW/CPublica/ResultBuscaPartic.aspx?TpConsulta=2&CNPJNome=35002455000120","Não Há Restrição",0.2,"> 67%","Não se Aplica","2019-12-23","2023-03-09",69637.66506,79365.17472,87.743352555,131.6148333,147.1902539,"2022-03-29",89.418171253,1,-128.0337,-3886.01715,-50729.71535,-2.657379038,0.06173310212,7.7696932005,10.046832355,9.1554298018,15.59282393,0.9255045743,5.746328799,-3.3398084322,2.2825711071,60.005664851,37.925255589,0.42020761866,0.28749301018,12.659999797,16.909716841,31.6148333,12.028106733,"2019-12-23",30.979736486,-0.29399629675,3.2074204857,14.964314123,14.575643936,-11.638879372,-12.397214923,5,7,7,5,-30.005488223,"2022-03-29","2022-10-14","-","-","2022-11-30",0.17664175532,0.33856198149,0,0,0.5152037368,0,0,0,0,0,0,99.723464392,0,99.723464392,"Axa Wf Fr Rob BR Usd / Cod: 9000059 / Tipo: Outros / Luxemburgo  - Investimento no exterior",0.19566810371,"NTN-B 760199 2024-08-15 - Operações compromissadas",0.14289387778,"NTN-B 760199 2030-08-15 - Operações compromissadas",100.06202637
